otus	Kingdom	Phylum	Class	Order	Family	Genus	Species
389987	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonaswittichii
354042	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonaswittichii
238508	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonaswittichii
31402	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonaswittichii
185783	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Thalassospira	Thalassospiraxiamenensis
130031	Bacteria	Proteobacteria	NA	NA	NA	Magnetococcus	Magnetococcussp.MC-1
134597	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	Syntrophobacterfumaroxidans
255870	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Desulfobacteraceae	Desulfococcus	Desulfococcusoleovorans
471442	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Desulfobacteraceae	Desulfobacterium	Desulfobacteriumautotrophicum
246904	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Desulfobacteraceae	Desulfatibacillum	Desulfatibacillumalkenivorans
284321	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Syntrophus	Syntrophussp.
187961	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Syntrophus	Syntrophussp.
10860	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Syntrophus	Syntrophussp.
548614	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Syntrophus	Syntrophussp.
10845	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Syntrophus	Syntrophussp.
151169	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Syntrophus	Syntrophussp.
576808	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Syntrophus	Syntrophussp.
261781	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Syntrophus	Syntrophussp.
10858	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Syntrophus	Syntrophussp.
275861	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Syntrophus	Syntrophussp.
10857	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Syntrophus	Syntrophussp.
10829	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbus	Desulfobulbusrhabdoformis
545830	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	NA	Desulfobacteriumcatecholicum
128536	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfotalea	Desulfotaleapsychrophila
49295	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibriobacteriovorus
171640	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibriobacteriovorus
137426	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibriobacteriovorus
38566	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibriobacteriovorus
247981	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibriobacteriovorus
39056	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Sorangium	Sorangiumcellulosum
248001	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Plesiocystis	Plesiocystispacifica
10651	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Nannocystis	Nannocystisexedens
177418	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Anaeromyxobacter	Anaeromyxobactersp.Fw109-5
259044	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Corallococcus	Corallococcusexiguus
140591	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Cystobacter	Cystobacterfuscus
132337	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobactermetallireducens
104131	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobactersulfurreducens
140482	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Pelobacteraceae	Pelobacter	Pelobactercarbinolicus
287305	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Pelobacteraceae	Pelobacter	Pelobactercarbinolicus
154451	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Balneolaceae	Balneola	Balneolaalkaliphila
244965	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Balneolaceae	Balneola	Balneolaalkaliphila
325922	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Zhouia	Zhouiaamylolytica
314128	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophagacanimorsus
125969	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophagahaemolytica
361804	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophagasputigena
2394	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophagaochracea
59534	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophagaochracea
584759	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Myroides	Myroidesodoratimimus
268479	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Myroides	Myroidesodoratimimus
579933	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Myroides	Myroidesodoratimimus
58543	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacteriumgelidilacus
544271	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacteriumcolumnare
140960	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacteriumcolumnare
325093	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacteriumfrigidarium
324969	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacteriumfrigidarium
172143	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacteriumsuccinicans
544153	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacteriumsuccinicans
257508	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacteriumsuccinicans
140859	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacteriumsuccinicans
36481	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacteriumsuccinicans
207627	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacteriumsuccinicans
382056	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacteriumsuccinicans
471192	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacteriumpsychrophilum
77276	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacteriumdenitrificans
447658	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacteriumdenitrificans
515258	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacteriumdenitrificans
140763	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacteriumdenitrificans
201647	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Sufflavibacter	Sufflavibactermaritimus
311503	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Mesonia	Mesoniaalgae
180016	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Gramella	Gramellaforsetii
145286	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Dokdonia	Dokdoniadonghaensis
160771	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Sediminicola	Sediminicolaluteus
142668	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Cellulophaga	Cellulophagaalgicola
519516	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Robiginitalea	Robiginitaleabiformata
152380	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Winogradskyella	Winogradskyellathalassocola
360101	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Winogradskyella	Winogradskyellathalassocola
560027	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Algibacter	Algibacterlectus
357986	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Algibacter	Algibacterlectus
152060	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacterirgensii
58630	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculummaritimum
233273	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculumsoleae
162099	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	NA	CandidatusSulcia	CandidatusSulciamuelleri
257992	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	NA	CandidatusSulcia	CandidatusSulciamuelleri
577339	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Elizabethkingia	Elizabethkingiameningoseptica
2269	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Riemerella	Riemerellacolumbina
46641	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Kaistella	Kaistellakoreensis
148090	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Wautersiella	Wautersiellafalsenii
30861	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroidescoprosuis
2000	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroidesfragilis
130663	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroidesfragilis
130007	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroidesfragilis
2045	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroidesuniformis
322235	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroidesuniformis
184209	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroidesuniformis
349216	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroidesuniformis
469832	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroidesuniformis
360785	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroidesuniformis
469778	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroidescoprophilus
469709	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroidesdorei
315575	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroidescoprocola
130228	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroidesplebeius
256830	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroideshelcogenes
114946	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotellananceiensis
484332	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotellacopri
471156	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotellaveroralis
471122	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotellamelaninogenica
108137	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotellamultiformis
56320	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotellabaroniae
484401	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotellaoris
102425	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotellanigrescens
289828	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotellafalsenii
106565	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotellaintermedia
530801	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotellapallens
2222	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotellapallens
544531	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotellaoulorum
484338	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotellatannerae
322715	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroideseggerthii
332311	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroideseggerthii
469800	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroideseggerthii
363625	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroidesovatus
365909	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroidesovatus
258691	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroidesovatus
248140	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroidescaccae
318215	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroidesacidifaciens
256779	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroidesacidifaciens
571828	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Dysgonomonas	Dysgonomonasgadei
1950	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonascrevioricanis
63166	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonasendodontalis
470807	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonasendodontalis
93513	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonasgingivalis
22635	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Tannerella	Tannerellaforsythia
291090	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	Parabacteroidesdistasonis
303877	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	Parabacteroidesdistasonis
585914	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	Parabacteroidesdistasonis
186233	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	Parabacteroidesdistasonis
470761	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	Parabacteroidesjohnsonii
546042	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	Parabacteroidesgordonii
259569	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipesputredinis
46477	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacteriummizutaii
276940	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacteriummultivorum
414628	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacteriumfaecium
196049	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacteriumfaecium
470996	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacteriumspiritivorum
350649	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Cyclobacteriaceae	Algoriphagus	Algoriphagusratkowskyi
342865	Bacteria	Bacteroidetes	NA	NA	NA	CandidatusAmoebophilus	CandidatusAmoebophilusasiaticus
566830	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Flexibacteraceae	Pontibacter	Pontibacterkorlensis
126906	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Flexibacteraceae	Pontibacter	Pontibacterkorlensis
161173	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Flexibacteraceae	Pontibacter	Pontibacterkorlensis
137491	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Flexibacteraceae	Pontibacter	Pontibacterkorlensis
172112	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Flexibacteraceae	Pontibacter	Pontibacterkorlensis
306350	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Flexibacteraceae	Pontibacter	Pontibacterkorlensis
58635	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Flexibacteraceae	Flexibacter	Flexibacterflexilis
163626	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Flexibacteraceae	Cytophaga	Cytophagahutchinsonii
55666	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Flammeovirgaceae	Flexithrix	Flexithrixdorotheae
2573	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Flammeovirgaceae	Persicobacter	Persicobacterdiffluens
228517	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Saprospiraceae	Haliscomenobacter	CandidatusHaliscomenobactercalcifugiens
273031	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Saprospiraceae	Lewinella	Lewinellanigricans
259026	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Saprospiraceae	Lewinella	Lewinellapersicus
579046	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Saprospiraceae	Lewinella	Lewinellacohaerens
2550	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Saprospiraceae	Lewinella	Lewinellacohaerens
164755	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	NA	Chitinophaga	Chitinophagaarvensicola
532169	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Rhodothermaceae	Salisaeta	Salisaetalonga
132219	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Pelodictyon	Pelodictyonphaeoclathratiforme
143109	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Pelodictyon	Pelodictyonluteolum
138931	Bacteria	Thermi	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcusmaricopensis
1415	Bacteria	Thermi	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcusmurrayi
55007	Bacteria	Thermi	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcusradiodurans
138843	Bacteria	Thermi	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcushohokamensis
516998	Bacteria	Thermi	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcusdeserti
288106	Bacteria	Fibrobacteres	Fibrobacteres	Fibrobacterales	Fibrobacteraceae	Fibrobacter	Fibrobactersuccinogenes
292815	Bacteria	Fibrobacteres	Fibrobacteres	Fibrobacterales	Fibrobacteraceae	Fibrobacter	Fibrobactersuccinogenes
3581	Bacteria	Fibrobacteres	Fibrobacteres	Fibrobacterales	Fibrobacteraceae	Fibrobacter	Fibrobactersuccinogenes
329327	Bacteria	Fibrobacteres	Fibrobacteres	Fibrobacterales	Fibrobacteraceae	Fibrobacter	Fibrobactersuccinogenes
293363	Bacteria	Fibrobacteres	Fibrobacteres	Fibrobacterales	Fibrobacteraceae	Fibrobacter	Fibrobactersuccinogenes
159436	Bacteria	Acidobacteria	NA	NA	Koribacteraceae	CandidatusKoribacter	CandidatusKoribacterversatilis
150977	Bacteria	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	Edaphobacter	Edaphobactermodestum
131989	Bacteria	Acidobacteria	Solibacteres	Solibacterales	Solibacteraceae	CandidatusSolibacter	CandidatusSolibacterusitatus
1549	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	Opitutusterrae
557073	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	Opitutusterrae
238021	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	NA	OpitutaceaebacteriumTAV2
278234	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	Akkermansiamuciniphila
102890	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	Prosthecobacterdebontii
1591	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	Prosthecobacterdebontii
1592	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	Prosthecobacterdebontii
248041	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	Prosthecobactervanneervenii
347528	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteriales	Spartobacteriaceae	Chthoniobacter	Chthoniobacterflavus
235858	Bacteria	Lentisphaerae	Lentisphaerae	Victivallales	Victivallaceae	NA	Victivallisvadensis
111528	Bacteria	Lentisphaerae	Lentisphaerae	Lentisphaerales	Lentisphaeraceae	Lentisphaera	Lentisphaeraaraneosa
2936	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Waddliaceae	Waddlia	Waddliachondrophila
136933	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	CandidatusProtochlamydia	CandidatusProtochlamydiaamoebophila
2920	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	Parachlamydia	Parachlamydiaacanthamoebae
580742	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	Parachlamydia	Parachlamydiaacanthamoebae
544430	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	Parachlamydia	Parachlamydiaacanthamoebae
2808	Bacteria	Planctomycetes	Planctomycea	Pirellulales	NA	Blastopirellula	Blastopirellulamarina
2826	Bacteria	Planctomycetes	Planctomycea	Pirellulales	Pirellulaceae	Pirellula	Pirellulastaleyi
2849	Bacteria	Planctomycetes	Planctomycea	Planctomycetales	Planctomycetaceae	Planctomyces	Planctomycesmaris
237556	Bacteria	Planctomycetes	Planctomycea	Planctomycetales	Planctomycetaceae	Planctomyces	Planctomycesmaris
139631	Bacteria	Planctomycetes	Planctomycea	Planctomycetales	Planctomycetaceae	Planctomyces	Planctomycesbrasiliensis
2845	Bacteria	Planctomycetes	Planctomycea	Planctomycetales	Planctomycetaceae	Planctomyces	Planctomyceslimnophilus
200550	Bacteria	Planctomycetes	Planctomycea	Gemmatales	Gemmataceae	Gemmata	Gemmataobscuriglobus
517456	Bacteria	Planctomycetes	Planctomycea	Gemmatales	Gemmataceae	Gemmata	Gemmataobscuriglobus
250059	Bacteria	Planctomycetes	Planctomycea	Gemmatales	Isosphaeraceae	Singulisphaera	Singulisphaeraacidiphila
585054	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsellaaerofaciens
186029	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsellaaerofaciens
186254	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsellaaerofaciens
469663	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Atopobium	Atopobiumvaginae
471157	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Slackia	Slackiaexigua
11372	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Eggerthella	Eggerthellalenta
11353	Bacteria	Actinobacteria	Actinobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter	Rubrobacterradiotolerans
1277	Bacteria	Chloroflexi	Chloroflexi	Chloroflexales	Oscillochloridaceae	Oscillochloris	Oscillochloristrichoides
89770	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	Peptostreptococcusanaerobius
44695	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridiumhiranonis
295560	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridiumhiranonis
344553	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridiumhiranonis
326083	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridiumhiranonis
